Product Name,Category,Price (₹),Rating,Stock
Sunglasses,Stylish Wear,3860.84,3.4,81
Induction Cooktop,Home Appliances,44442.22,3.2,112
Blender,Home Appliances,29823.81,4.1,97
Summer Dress,Stylish Wear,43888.98,4.7,136
Electric Kettle,Home Appliances,21392.99,3.6,80
Mechanical Keyboard,Study Essentials,34523.8,3.5,35
Designer Handbag,Stylish Wear,11405.54,4.6,116
Sofa Set,Home Essentials,18382.92,4.0,168
Washing Machine,Home Appliances,10940.64,4.1,62
Mechanical Keyboard,Study Essentials,34997.78,3.7,120
Vacuum Cleaner,Home Appliances,30015.17,3.8,103
Mechanical Keyboard,Study Essentials,15903.15,3.7,54
Floor Lamp,Home Essentials,21837.38,4.1,28
Sunglasses,Stylish Wear,18078.69,4.6,43
Washing Machine,Home Appliances,13499.75,3.5,169
Sportswear Set,Stylish Wear,9955.19,4.3,189
Formal Shoes,Stylish Wear,46542.09,4.2,83
Dining Table,Home Essentials,28758.26,3.7,60
Designer Handbag,Stylish Wear,32795.61,4.4,126
Microwave Oven,Home Appliances,30995.18,3.8,58
Floor Lamp,Home Essentials,22386.62,3.2,114
LED Ceiling Light,Home Essentials,1444.37,4.6,192
Mechanical Keyboard,Study Essentials,31962.8,4.7,200
Wall Clock,Home Essentials,6153.88,3.0,137
Sunglasses,Stylish Wear,12592.24,3.4,85
Designer Handbag,Stylish Wear,9163.51,3.2,182
Floor Lamp,Home Essentials,19115.88,3.0,32
Sofa Set,Home Essentials,10329.43,3.1,125
Electric Kettle,Home Appliances,6712.74,3.1,103
Scientific Calculator,Study Essentials,43029.21,3.8,65
Whiteboard,Study Essentials,43654.66,4.9,150
Sportswear Set,Stylish Wear,3587.69,4.9,73
Vacuum Cleaner,Home Appliances,34692.76,4.7,187
Formal Shoes,Stylish Wear,13188.87,3.2,187
Sunglasses,Stylish Wear,36931.8,3.7,68
Formal Shoes,Stylish Wear,40069.85,4.1,88
Induction Cooktop,Home Appliances,13599.64,3.3,176
Water Heater,Home Appliances,23004.83,4.7,132
Backpack,Study Essentials,3922.87,4.5,33
Ergonomic Chair,Study Essentials,47804.11,3.4,48
Bookshelf,Home Essentials,41011.72,3.3,139
Laptop,Study Essentials,32139.26,5.0,79
Water Heater,Home Appliances,35196.43,4.5,193
Leather Jacket,Stylish Wear,30442.92,5.0,163
Vacuum Cleaner,Home Appliances,2784.79,4.6,99
Coffee Table,Home Essentials,47404.24,3.2,36
Dining Table,Home Essentials,19597.68,3.1,26
Vacuum Cleaner,Home Appliances,34488.01,3.8,150
Water Heater,Home Appliances,1136.72,4.8,48
Designer Handbag,Stylish Wear,13878.6,3.7,192
Vacuum Cleaner,Home Appliances,1751.16,3.9,32
Slim-fit Jeans,Stylish Wear,34772.84,4.4,170
Mattress,Home Essentials,38096.21,4.4,41
Rug,Home Essentials,6690.54,4.6,154
Dishwasher,Home Appliances,36950.88,4.8,57
Wall Clock,Home Essentials,24092.94,4.9,14
Water Heater,Home Appliances,21460.85,3.7,189
Mattress,Home Essentials,33361.23,5.0,137
Refrigerator,Home Appliances,48452.47,3.9,190
Laptop,Study Essentials,7838.37,5.0,15
Bookshelf,Home Essentials,31850.44,4.3,121
Air Purifier,Home Appliances,885.24,4.2,113
Slim-fit Jeans,Stylish Wear,30542.59,4.2,142
Scientific Calculator,Study Essentials,28677.91,3.3,71
Desk Organizer,Study Essentials,18512.35,4.4,185
Mechanical Keyboard,Study Essentials,8522.34,3.4,65
Coffee Table,Home Essentials,26142.5,4.1,57
Water Heater,Home Appliances,36314.2,3.1,42
Rug,Home Essentials,13980.86,4.1,179
Sofa Set,Home Essentials,40513.16,4.4,69
Vacuum Cleaner,Home Appliances,36285.72,3.7,70
Hoodie,Stylish Wear,28702.89,3.3,20
Scientific Calculator,Study Essentials,28987.17,3.6,137
Sofa Set,Home Essentials,11090.99,4.1,39
Notebook Set,Study Essentials,45097.72,4.4,193
Designer Handbag,Stylish Wear,38663.67,4.2,22
Formal Shoes,Stylish Wear,45306.7,4.0,165
Sofa Set,Home Essentials,47049.58,4.6,42
Curtains,Home Essentials,4973.44,3.9,171
Electric Kettle,Home Appliances,36808.62,3.2,196
Backpack,Study Essentials,7256.54,3.6,140
Hoodie,Stylish Wear,40751.03,3.5,193
Desk Organizer,Study Essentials,13974.74,3.9,19
Backpack,Study Essentials,14300.29,4.4,193
Whiteboard,Study Essentials,1415.04,4.8,77
Desk Lamp,Study Essentials,2148.14,4.7,146
Noise-Canceling Headphones,Study Essentials,19126.07,4.4,83
Coffee Table,Home Essentials,45153.38,4.2,103
Sportswear Set,Stylish Wear,43691.56,3.8,37
Rug,Home Essentials,14917.31,4.4,101
Floor Lamp,Home Essentials,6725.72,3.7,188
Desk Lamp,Study Essentials,3346.47,4.9,193
Ergonomic Chair,Study Essentials,7900.36,3.6,83
Scientific Calculator,Study Essentials,22638.87,3.1,7
Designer Handbag,Stylish Wear,33685.68,3.7,80
Curtains,Home Essentials,11368.94,4.6,118
Coffee Table,Home Essentials,20733.09,3.1,130
Notebook Set,Study Essentials,6185.27,4.7,176
Scientific Calculator,Study Essentials,32515.36,3.4,90
Backpack,Study Essentials,15516.24,4.2,151
Leather Jacket,Stylish Wear,29028.67,3.5,37
Desk Lamp,Study Essentials,39316.55,4.2,75
Bookshelf,Home Essentials,36490.07,4.6,48
Sportswear Set,Stylish Wear,22272.21,3.5,30
Whiteboard,Study Essentials,30365.4,4.2,29
Leather Jacket,Stylish Wear,49124.57,3.3,161
Curtains,Home Essentials,11678.23,3.8,155
Desk Organizer,Study Essentials,27687.1,3.9,168
Designer Handbag,Stylish Wear,42611.98,3.3,105
Sofa Set,Home Essentials,20074.0,4.3,145
Desk Lamp,Study Essentials,13505.57,4.8,5
Dishwasher,Home Appliances,6606.89,3.6,98
Blender,Home Appliances,27031.15,4.9,23
Sofa Set,Home Essentials,44432.28,4.7,110
Dining Table,Home Essentials,32211.31,3.3,13
Bookshelf,Home Essentials,24235.44,4.8,49
Hoodie,Stylish Wear,33583.31,4.1,194
Electric Kettle,Home Appliances,29727.77,4.0,93
Rug,Home Essentials,43323.97,3.1,53
Desk Organizer,Study Essentials,27574.75,3.5,105
Dining Table,Home Essentials,17668.49,3.1,199
Wall Clock,Home Essentials,47049.8,4.9,120
Leather Jacket,Stylish Wear,41940.77,3.1,43
Formal Shoes,Stylish Wear,24850.32,3.4,119
Slim-fit Jeans,Stylish Wear,48107.74,3.2,45
Wall Clock,Home Essentials,44311.66,3.2,184
Desk Organizer,Study Essentials,41430.01,3.7,103
Wristwatch,Stylish Wear,8555.78,3.5,100
Desk Lamp,Study Essentials,12124.83,4.7,44
Induction Cooktop,Home Appliances,17140.69,4.3,178
Desk Lamp,Study Essentials,17755.49,3.6,159
Vacuum Cleaner,Home Appliances,38459.93,4.8,6
Coffee Table,Home Essentials,40106.17,3.9,165
Desk Organizer,Study Essentials,7158.3,5.0,150
Formal Shoes,Stylish Wear,622.85,3.8,161
Scientific Calculator,Study Essentials,6004.82,4.7,170
Ergonomic Chair,Study Essentials,3615.33,3.8,53
Ergonomic Chair,Study Essentials,17944.98,3.1,5
Scientific Calculator,Study Essentials,38772.25,3.5,11
Backpack,Study Essentials,33339.03,4.3,87
Slim-fit Jeans,Stylish Wear,47719.31,4.9,15
Summer Dress,Stylish Wear,33865.83,3.5,122
Formal Shoes,Stylish Wear,44613.22,4.9,76
Noise-Canceling Headphones,Study Essentials,26922.38,3.1,198
Summer Dress,Stylish Wear,28678.96,4.7,67
Vacuum Cleaner,Home Appliances,45666.61,4.4,65
Dining Table,Home Essentials,11998.01,4.7,153
Water Heater,Home Appliances,45928.37,3.6,168
Dining Table,Home Essentials,19756.24,3.3,130
Washing Machine,Home Appliances,30962.47,4.3,166
Wall Clock,Home Essentials,46827.97,4.1,13
Formal Shoes,Stylish Wear,44336.38,3.5,147
Designer Handbag,Stylish Wear,22749.18,5.0,130
Laptop,Study Essentials,3919.52,4.0,163
Rug,Home Essentials,48570.6,3.6,153
Mechanical Keyboard,Study Essentials,48541.82,4.9,168
Designer Handbag,Stylish Wear,18511.0,3.9,107
Coffee Table,Home Essentials,33833.59,4.7,113
Air Purifier,Home Appliances,38919.07,3.9,66
Blender,Home Appliances,5801.01,4.7,103
Whiteboard,Study Essentials,30648.34,3.5,116
Sneakers,Stylish Wear,37208.46,3.7,180
Scientific Calculator,Study Essentials,15230.75,4.9,54
Curtains,Home Essentials,42829.82,3.5,185
Ergonomic Chair,Study Essentials,9550.17,3.8,147
Water Heater,Home Appliances,32987.45,3.0,110
Electric Kettle,Home Appliances,2022.0,3.4,144
Vacuum Cleaner,Home Appliances,8232.31,4.2,153
Formal Shoes,Stylish Wear,9827.47,4.6,51
Electric Kettle,Home Appliances,6387.91,3.9,43
LED Ceiling Light,Home Essentials,27593.14,3.6,136
LED Ceiling Light,Home Essentials,24480.18,4.6,110
Wristwatch,Stylish Wear,7712.51,3.0,186
Desk Organizer,Study Essentials,45239.99,4.2,34
Sneakers,Stylish Wear,12169.26,4.0,14
Air Purifier,Home Appliances,10748.01,4.8,176
Sofa Set,Home Essentials,45101.99,4.8,92
Hoodie,Stylish Wear,39565.03,3.7,174
Floor Lamp,Home Essentials,19956.38,4.5,20
Notebook Set,Study Essentials,4244.84,4.8,122
Induction Cooktop,Home Appliances,27749.41,3.9,151
Microwave Oven,Home Appliances,14122.81,3.6,41
Backpack,Study Essentials,14968.35,4.1,158
Designer Handbag,Stylish Wear,33591.18,3.6,175
Sneakers,Stylish Wear,44852.65,3.8,52
Scientific Calculator,Study Essentials,21914.66,3.9,181
Sportswear Set,Stylish Wear,25212.14,3.3,84
Water Heater,Home Appliances,36730.54,5.0,161
Desk Lamp,Study Essentials,41781.34,3.5,98
Washing Machine,Home Appliances,12251.88,3.9,188
Notebook Set,Study Essentials,8277.58,4.7,105
Microwave Oven,Home Appliances,22443.53,4.0,180
Slim-fit Jeans,Stylish Wear,14980.25,3.4,30
Desk Organizer,Study Essentials,12124.82,3.7,39
Wristwatch,Stylish Wear,36948.11,4.8,181
Sportswear Set,Stylish Wear,37222.04,4.3,106
Summer Dress,Stylish Wear,9116.4,3.7,13
LED Ceiling Light,Home Essentials,30651.29,3.2,9
Hoodie,Stylish Wear,14456.59,4.8,101
Mechanical Keyboard,Study Essentials,4016.1,3.1,133
Dining Table,Home Essentials,11128.29,4.3,108
Summer Dress,Stylish Wear,7945.02,4.2,22
Ergonomic Chair,Study Essentials,43647.54,4.7,102
Designer Handbag,Stylish Wear,31890.36,4.9,90
Leather Jacket,Stylish Wear,40132.56,4.0,109
Desk Organizer,Study Essentials,49833.1,3.6,132
Curtains,Home Essentials,21315.08,3.9,43
Floor Lamp,Home Essentials,40212.65,4.5,10
Vacuum Cleaner,Home Appliances,45618.03,4.4,176
Washing Machine,Home Appliances,21611.79,3.7,160
Mechanical Keyboard,Study Essentials,43302.25,4.4,93
Mechanical Keyboard,Study Essentials,32629.07,3.4,185
Air Purifier,Home Appliances,23243.56,3.5,180
Water Heater,Home Appliances,1288.66,3.3,147
Mechanical Keyboard,Study Essentials,21146.65,3.9,27
Coffee Table,Home Essentials,39888.1,5.0,115
Desk Organizer,Study Essentials,28284.23,4.2,169
Whiteboard,Study Essentials,38822.91,4.4,47
Sofa Set,Home Essentials,20333.0,3.6,166
Backpack,Study Essentials,14301.5,4.3,110
Leather Jacket,Stylish Wear,39604.62,3.8,125
Sportswear Set,Stylish Wear,29529.57,4.1,48
Designer Handbag,Stylish Wear,17840.76,3.9,12
Induction Cooktop,Home Appliances,45725.72,3.9,150
LED Ceiling Light,Home Essentials,36703.41,3.4,123
Mechanical Keyboard,Study Essentials,39095.55,4.9,60
Leather Jacket,Stylish Wear,27968.05,3.4,191
Desk Lamp,Study Essentials,48295.36,3.1,199
Curtains,Home Essentials,20142.89,4.5,142
Backpack,Study Essentials,31514.18,4.5,61
Notebook Set,Study Essentials,9415.6,4.0,13
Sneakers,Stylish Wear,37781.98,4.2,177
Desk Lamp,Study Essentials,37121.91,4.4,135
Hoodie,Stylish Wear,23990.37,3.5,23
Dishwasher,Home Appliances,42020.54,3.6,131
Refrigerator,Home Appliances,49965.43,4.2,7
Whiteboard,Study Essentials,45370.6,3.1,77
Notebook Set,Study Essentials,49599.42,3.8,81
Sofa Set,Home Essentials,15677.24,3.7,51
Electric Kettle,Home Appliances,40138.11,3.2,121
Wristwatch,Stylish Wear,17208.56,3.8,57
Hoodie,Stylish Wear,28145.43,4.9,197
Desk Organizer,Study Essentials,16726.23,4.7,75
Leather Jacket,Stylish Wear,37510.18,3.1,57
Air Purifier,Home Appliances,32458.78,4.5,112
Leather Jacket,Stylish Wear,24715.74,3.6,187
Mechanical Keyboard,Study Essentials,31489.6,3.7,89
Floor Lamp,Home Essentials,15353.73,4.7,191
Formal Shoes,Stylish Wear,6043.59,3.9,57
Leather Jacket,Stylish Wear,15429.61,5.0,177
Hoodie,Stylish Wear,24995.59,4.7,64
Dishwasher,Home Appliances,40305.77,3.7,189
Mechanical Keyboard,Study Essentials,37550.04,4.7,175
Desk Lamp,Study Essentials,39683.19,4.8,182
Rug,Home Essentials,2494.13,4.7,85
Vacuum Cleaner,Home Appliances,23671.54,4.3,145
Summer Dress,Stylish Wear,21914.44,4.6,144
Floor Lamp,Home Essentials,27286.68,4.9,53
Noise-Canceling Headphones,Study Essentials,31717.4,3.8,63
Air Purifier,Home Appliances,9351.71,3.4,21
Refrigerator,Home Appliances,8649.29,3.2,50
Sofa Set,Home Essentials,35110.42,3.4,29
Curtains,Home Essentials,10086.88,4.1,21
Electric Kettle,Home Appliances,9032.51,4.9,70
Air Purifier,Home Appliances,31859.88,4.5,148
Bookshelf,Home Essentials,2140.34,3.8,147
Refrigerator,Home Appliances,15898.31,4.8,105
Formal Shoes,Stylish Wear,19642.09,3.8,96
Air Purifier,Home Appliances,44241.18,3.7,68
Washing Machine,Home Appliances,46807.38,3.0,80
Noise-Canceling Headphones,Study Essentials,39870.32,4.9,67
LED Ceiling Light,Home Essentials,6873.6,3.9,111
Desk Lamp,Study Essentials,7327.5,4.0,50
Wall Clock,Home Essentials,36889.61,3.0,22
Sneakers,Stylish Wear,27808.54,3.4,119
Floor Lamp,Home Essentials,46933.28,3.3,111
Electric Kettle,Home Appliances,22862.78,3.6,48
Floor Lamp,Home Essentials,694.56,4.0,35
Hoodie,Stylish Wear,37913.39,4.6,133
Blender,Home Appliances,29244.62,3.7,71
Microwave Oven,Home Appliances,44746.55,3.9,7
Noise-Canceling Headphones,Study Essentials,23066.41,3.6,31
Induction Cooktop,Home Appliances,29148.72,4.9,36
Sportswear Set,Stylish Wear,33990.3,3.7,65
Noise-Canceling Headphones,Study Essentials,35149.46,3.2,32
Scientific Calculator,Study Essentials,5896.88,3.1,137
Whiteboard,Study Essentials,28779.3,4.7,115
Induction Cooktop,Home Appliances,47673.44,4.4,187
Sunglasses,Stylish Wear,42684.63,3.5,98
Desk Lamp,Study Essentials,18301.98,3.4,151
Refrigerator,Home Appliances,21237.04,3.2,80
Dishwasher,Home Appliances,28251.95,4.2,99
Floor Lamp,Home Essentials,6364.38,4.5,144
Washing Machine,Home Appliances,21977.01,3.0,139
Induction Cooktop,Home Appliances,9898.54,4.5,196
Wall Clock,Home Essentials,48345.98,4.2,110
Dining Table,Home Essentials,27751.61,3.5,172
Slim-fit Jeans,Stylish Wear,46527.97,3.3,32
Water Heater,Home Appliances,24944.53,4.2,150
Electric Kettle,Home Appliances,7541.02,5.0,166
Summer Dress,Stylish Wear,44271.95,3.7,119
Washing Machine,Home Appliances,25773.45,4.8,122
Desk Lamp,Study Essentials,31566.07,3.7,19
Designer Handbag,Stylish Wear,40527.74,3.9,54
Dining Table,Home Essentials,44518.65,4.7,100
Mattress,Home Essentials,20342.48,3.1,181
Dining Table,Home Essentials,48922.36,4.4,42
Rug,Home Essentials,9003.88,4.1,5
Curtains,Home Essentials,41939.11,4.0,18
Air Purifier,Home Appliances,46579.86,3.7,52
Mattress,Home Essentials,13082.12,4.0,22
Formal Shoes,Stylish Wear,32318.66,4.2,51
Washing Machine,Home Appliances,33622.03,4.0,19
Wall Clock,Home Essentials,1370.74,3.1,55
Bookshelf,Home Essentials,13685.47,4.6,83
Air Purifier,Home Appliances,26919.42,4.1,21
Bookshelf,Home Essentials,49568.46,3.3,102
Wall Clock,Home Essentials,19504.54,4.7,199
Sneakers,Stylish Wear,30873.74,3.6,195
Microwave Oven,Home Appliances,22107.49,4.7,19
Whiteboard,Study Essentials,24515.08,4.5,40
Summer Dress,Stylish Wear,25570.32,4.4,41
Summer Dress,Stylish Wear,47636.51,4.9,193
Dining Table,Home Essentials,11595.78,3.3,151
Vacuum Cleaner,Home Appliances,44445.49,3.4,125
Sneakers,Stylish Wear,14783.11,4.8,89
Microwave Oven,Home Appliances,18871.52,4.7,181
Refrigerator,Home Appliances,46255.73,3.4,169
Coffee Table,Home Essentials,3333.03,3.2,189
Sofa Set,Home Essentials,21954.33,3.3,190
Microwave Oven,Home Appliances,49316.94,4.0,155
Coffee Table,Home Essentials,32906.92,3.5,140
Bookshelf,Home Essentials,12586.21,3.1,56
Sneakers,Stylish Wear,45343.69,3.4,131
Water Heater,Home Appliances,21049.49,4.0,5
Air Purifier,Home Appliances,46914.04,4.0,86
Ergonomic Chair,Study Essentials,45136.92,3.9,119
Noise-Canceling Headphones,Study Essentials,40335.29,3.9,90
Vacuum Cleaner,Home Appliances,6676.28,3.1,124
Leather Jacket,Stylish Wear,28298.29,4.1,62
Laptop,Study Essentials,44776.99,4.1,196
Backpack,Study Essentials,33253.91,4.9,83
Hoodie,Stylish Wear,1555.36,3.1,5
Laptop,Study Essentials,18573.95,4.9,145
Floor Lamp,Home Essentials,43503.12,3.2,167
Backpack,Study Essentials,12263.78,4.3,119
Washing Machine,Home Appliances,3323.9,3.3,164
Summer Dress,Stylish Wear,34167.36,4.9,7
Refrigerator,Home Appliances,15760.19,4.9,137
Wall Clock,Home Essentials,5499.09,3.8,157
Water Heater,Home Appliances,49955.5,3.3,192
Refrigerator,Home Appliances,34293.0,3.2,138
Wall Clock,Home Essentials,31197.41,3.4,24
Sneakers,Stylish Wear,43213.32,4.5,13
Coffee Table,Home Essentials,35070.33,3.6,174
Noise-Canceling Headphones,Study Essentials,43058.6,4.2,182
Scientific Calculator,Study Essentials,11503.54,4.2,88
Hoodie,Stylish Wear,5977.94,4.6,22
Noise-Canceling Headphones,Study Essentials,48649.92,4.3,113
Sofa Set,Home Essentials,49486.79,4.7,167
Notebook Set,Study Essentials,14342.7,4.2,72
Bookshelf,Home Essentials,28454.82,4.0,170
Desk Lamp,Study Essentials,30745.36,4.8,39
Sofa Set,Home Essentials,3141.03,3.8,37
Scientific Calculator,Study Essentials,14562.76,3.2,25
Washing Machine,Home Appliances,29800.82,3.7,195
Wall Clock,Home Essentials,2782.45,3.3,120
Washing Machine,Home Appliances,2831.89,3.2,90
Desk Organizer,Study Essentials,14428.25,3.7,141
Vacuum Cleaner,Home Appliances,1055.65,4.4,164
Scientific Calculator,Study Essentials,31633.29,4.1,175
Induction Cooktop,Home Appliances,38017.47,4.5,52
Mechanical Keyboard,Study Essentials,2123.9,3.7,104
Coffee Table,Home Essentials,7937.49,3.3,134
Designer Handbag,Stylish Wear,48921.25,3.1,146
Ergonomic Chair,Study Essentials,46225.49,4.2,64
Dining Table,Home Essentials,44086.04,4.5,95
Microwave Oven,Home Appliances,12215.62,4.4,56
Mechanical Keyboard,Study Essentials,24213.43,4.6,141
Summer Dress,Stylish Wear,40662.94,4.7,28
Scientific Calculator,Study Essentials,20568.13,3.6,91
Notebook Set,Study Essentials,10419.96,4.5,54
Refrigerator,Home Appliances,47083.12,4.3,123
Noise-Canceling Headphones,Study Essentials,48900.56,3.6,183
Ergonomic Chair,Study Essentials,2284.56,4.7,44
Laptop,Study Essentials,48284.67,3.9,103
Designer Handbag,Stylish Wear,21236.44,4.2,109
Dining Table,Home Essentials,44366.45,4.4,175
Mechanical Keyboard,Study Essentials,746.27,3.8,23
Bookshelf,Home Essentials,11012.64,3.9,89
Induction Cooktop,Home Appliances,3334.91,4.3,37
Coffee Table,Home Essentials,22575.55,3.6,164
Water Heater,Home Appliances,32204.41,3.4,132
Refrigerator,Home Appliances,34695.67,3.3,12
Induction Cooktop,Home Appliances,8174.32,4.7,65
Bookshelf,Home Essentials,20099.44,4.3,89
Refrigerator,Home Appliances,37400.76,4.8,156
Rug,Home Essentials,28600.72,3.4,190
Summer Dress,Stylish Wear,27260.46,4.5,5
Ergonomic Chair,Study Essentials,2085.61,3.6,195
Desk Organizer,Study Essentials,6178.91,4.0,120
Dining Table,Home Essentials,11591.21,4.0,17
Coffee Table,Home Essentials,21930.17,4.2,24
Scientific Calculator,Study Essentials,22182.88,4.8,13
Blender,Home Appliances,21134.75,3.2,49
Induction Cooktop,Home Appliances,40937.15,4.1,139
Ergonomic Chair,Study Essentials,31572.93,4.9,65
Whiteboard,Study Essentials,43190.12,3.3,39
Washing Machine,Home Appliances,29509.72,3.9,54
Mattress,Home Essentials,23603.49,4.2,118
Mechanical Keyboard,Study Essentials,24835.51,4.1,199
Dishwasher,Home Appliances,29832.5,3.4,51
Sneakers,Stylish Wear,47637.31,4.5,51
Summer Dress,Stylish Wear,4500.19,4.8,16
Ergonomic Chair,Study Essentials,44986.81,3.4,93
Mechanical Keyboard,Study Essentials,30893.0,4.9,100
Sofa Set,Home Essentials,31849.35,3.8,55
Ergonomic Chair,Study Essentials,2272.34,4.2,129
Wristwatch,Stylish Wear,7494.06,4.4,181
Microwave Oven,Home Appliances,5477.31,3.3,178
Curtains,Home Essentials,29842.74,4.2,155
Coffee Table,Home Essentials,8890.15,4.3,22
Leather Jacket,Stylish Wear,30380.82,3.7,66
Formal Shoes,Stylish Wear,15020.85,3.3,175
Sofa Set,Home Essentials,29644.87,4.6,85
Curtains,Home Essentials,19252.33,4.3,81
Induction Cooktop,Home Appliances,31918.5,3.7,16
Sunglasses,Stylish Wear,45549.09,3.7,181
Coffee Table,Home Essentials,20166.88,3.7,85
Sportswear Set,Stylish Wear,33354.24,4.1,135
Ergonomic Chair,Study Essentials,27327.46,3.2,181
Sportswear Set,Stylish Wear,39422.25,4.6,27
Refrigerator,Home Appliances,44062.59,3.5,93
Air Purifier,Home Appliances,45108.46,3.4,82
Noise-Canceling Headphones,Study Essentials,22009.92,3.4,82
Blender,Home Appliances,42653.82,4.9,171
Sofa Set,Home Essentials,38602.6,3.6,8
Dining Table,Home Essentials,14581.65,4.5,105
Summer Dress,Stylish Wear,35798.3,4.9,68
Noise-Canceling Headphones,Study Essentials,28543.27,3.2,166
Microwave Oven,Home Appliances,38381.98,4.5,6
Whiteboard,Study Essentials,42969.56,3.6,101
Mattress,Home Essentials,25721.65,3.9,138
Scientific Calculator,Study Essentials,1372.25,3.2,122
Wall Clock,Home Essentials,33477.28,4.5,168
Blender,Home Appliances,36671.8,3.1,35
Sunglasses,Stylish Wear,37556.27,3.6,79
LED Ceiling Light,Home Essentials,7741.45,4.8,119
Desk Lamp,Study Essentials,31264.6,5.0,26
Dining Table,Home Essentials,34065.2,4.2,30
Dining Table,Home Essentials,1138.26,4.4,145
Electric Kettle,Home Appliances,47909.8,3.2,67
Sunglasses,Stylish Wear,38007.7,4.2,87
Noise-Canceling Headphones,Study Essentials,46615.72,4.9,82
LED Ceiling Light,Home Essentials,3342.87,4.4,169
Sportswear Set,Stylish Wear,10651.82,5.0,132
Sportswear Set,Stylish Wear,2937.36,3.9,12
Sneakers,Stylish Wear,6240.94,4.2,106
Desk Organizer,Study Essentials,32817.44,4.4,70
Microwave Oven,Home Appliances,35495.07,3.0,30
Backpack,Study Essentials,47148.24,3.1,13
Scientific Calculator,Study Essentials,29330.89,3.6,97
Laptop,Study Essentials,20468.32,4.7,104
Vacuum Cleaner,Home Appliances,40009.73,4.6,31
Designer Handbag,Stylish Wear,10406.49,3.9,29
Wall Clock,Home Essentials,12574.72,3.2,103
Desk Organizer,Study Essentials,21799.11,3.5,190
Blender,Home Appliances,24504.33,3.5,161
Floor Lamp,Home Essentials,24652.28,3.8,71
Scientific Calculator,Study Essentials,46299.24,3.7,64
Washing Machine,Home Appliances,22575.66,3.4,119
Notebook Set,Study Essentials,33335.23,4.1,39
Dishwasher,Home Appliances,10798.49,4.4,42
Air Purifier,Home Appliances,20834.46,3.4,117
Slim-fit Jeans,Stylish Wear,47264.74,4.8,38
Desk Organizer,Study Essentials,23528.27,4.1,86
LED Ceiling Light,Home Essentials,19558.22,4.3,80
Floor Lamp,Home Essentials,17737.34,3.4,98
Blender,Home Appliances,32039.24,5.0,168
Scientific Calculator,Study Essentials,9620.8,4.6,173
Slim-fit Jeans,Stylish Wear,44085.43,3.2,27
Sportswear Set,Stylish Wear,27781.19,3.0,179
Slim-fit Jeans,Stylish Wear,34571.71,4.5,190
Wall Clock,Home Essentials,41951.76,4.6,66
Mechanical Keyboard,Study Essentials,42409.42,4.9,171
Induction Cooktop,Home Appliances,40406.66,4.5,12
Floor Lamp,Home Essentials,28856.05,3.6,132
Dishwasher,Home Appliances,27199.28,3.1,56
Electric Kettle,Home Appliances,26893.25,3.2,146
Wristwatch,Stylish Wear,48880.0,3.3,176
LED Ceiling Light,Home Essentials,25284.05,3.8,61
Water Heater,Home Appliances,17772.18,4.6,185
Formal Shoes,Stylish Wear,48030.85,3.5,111
Designer Handbag,Stylish Wear,14992.05,4.4,87
Desk Lamp,Study Essentials,23961.52,5.0,121
Laptop,Study Essentials,26648.8,3.2,109
Dishwasher,Home Appliances,6802.06,3.1,45
Ergonomic Chair,Study Essentials,14858.31,4.7,140
Rug,Home Essentials,49950.93,5.0,105
Electric Kettle,Home Appliances,4127.02,4.1,106
Slim-fit Jeans,Stylish Wear,24982.75,4.5,139
Rug,Home Essentials,30958.92,4.4,45
Desk Lamp,Study Essentials,11706.76,4.3,46
Noise-Canceling Headphones,Study Essentials,26724.63,4.3,179
Vacuum Cleaner,Home Appliances,17962.16,3.5,52
Floor Lamp,Home Essentials,19899.48,4.1,12
Leather Jacket,Stylish Wear,42601.83,4.1,109
Slim-fit Jeans,Stylish Wear,10167.56,4.1,34
Slim-fit Jeans,Stylish Wear,23492.79,3.7,8
Dishwasher,Home Appliances,12495.32,4.1,70
Vacuum Cleaner,Home Appliances,11646.04,4.9,122
Backpack,Study Essentials,38022.78,3.7,103
Electric Kettle,Home Appliances,3072.97,4.5,61
Refrigerator,Home Appliances,23761.85,3.9,103
Noise-Canceling Headphones,Study Essentials,28128.68,3.2,98
Sunglasses,Stylish Wear,5366.02,4.1,174
Sportswear Set,Stylish Wear,49979.68,3.5,140
Whiteboard,Study Essentials,13711.33,3.4,147
Microwave Oven,Home Appliances,17774.38,4.7,16
Mechanical Keyboard,Study Essentials,2966.27,3.9,27
Whiteboard,Study Essentials,48889.1,3.1,58
Floor Lamp,Home Essentials,32840.39,4.3,70
Sneakers,Stylish Wear,36828.82,3.2,100
Leather Jacket,Stylish Wear,26094.71,4.6,188
Desk Lamp,Study Essentials,6721.06,3.4,164
Induction Cooktop,Home Appliances,45324.26,3.8,147
Summer Dress,Stylish Wear,48279.47,3.1,127
Ergonomic Chair,Study Essentials,37357.69,4.5,118
Dishwasher,Home Appliances,38420.41,3.7,41
Desk Lamp,Study Essentials,33528.62,4.3,163
Wall Clock,Home Essentials,17409.79,4.4,83
Scientific Calculator,Study Essentials,33475.02,3.3,66
Whiteboard,Study Essentials,44267.41,3.9,37
Induction Cooktop,Home Appliances,47293.5,4.7,167
Washing Machine,Home Appliances,47163.45,4.4,54
Noise-Canceling Headphones,Study Essentials,45681.59,4.8,45
Washing Machine,Home Appliances,5954.64,4.8,143
Noise-Canceling Headphones,Study Essentials,25283.02,3.4,138
